-hou	11
Language revival	11
Language transfer	11
Languages of Russia	11
Lanyard	8
Late night television	4
Latex clothing	8
Laundry	8
Law	0
Law firm	0
Law of Azerbaijan	0
Law of the Minimum	0
Law of the land	0
Law review	0
Law school	0
Lawsuit	0
Le Chatelier's principle	7
Learner's permit	8
Learning by teaching	10
Least concern	12
Lect	11
Leet	11
Legacy	0
Legal burden of proof	0
Legal case	0
Legal clinic	0
Legal code	0
Legal entity	0
Legal liability	0
Legal opinion	0
Legal precedent	0
Legal proceeding	0
Legal process	0
Legislation	0
Legitimacy	10
Leima Jagoi	10
Leotard	8
Lessepsian migration	13
Letters patent	0
Lewis acid	7
Lexeme	10
Leyden jar	5
Libido	8
License	8
Lien	0
Lift (force)	10
Light curve	10
Lightning rod	3
Lightning strike	5
Lime kiln	7
LimeWire	6
Line	1
Line segment	1
Linear cryptanalysis	2
Lineman (technician)	9
Lionel Guérin	3
Lipid	7
List of BitTorrent clients	6
List of best-selling singles	3
List of national airlines	3
List of number-one singles of 2021 (Finland)	3
Literary term	10
Literature	9
Loanword	11
LockWiper	3
Lockman Hole	10
Locus (mathematics)	1
Loebner prize	10
Lorenz cipher	3
Loudness war	9
Low voltage ride through	5
Luftfahrtgesellschaft Walter	3
Luminous intensity	3
Lunatic	0
Lungi	8
Luthier	10
Lycos	6
MQV	2
MU*	3
MacGuffin (cipher)	2
Machine translation	6
Magical thinking	12
Magna Carta	0
Magnetic reluctance	5
Magnitude (astronomy)	1
Magnum opus	11
Magua (clothing)	8
Maibi Jagoi	10
Maillard reaction	7
Malayo-Polynesian languages	11
Management buyout	4
Mannerism	9
Manure	13
Maple (CAS)	6
Maps.me	3
Marathon Media Group	4
Marine reserve	13
Marker	8
Market town	10
Mask	8
Maslow's hierarchy of needs	12
Mass hysteria	8
Mass number	7
Mastic	10
Maxi single	3
Maya calendar	10
Mazaron ke phool	9
Medal of Aeronautics	3
Media player	6
Mediacom	4
Medical cannabis	0
Medusa with the Head of Perseus	8
Meessen De Clercq	0
Meet-in-the-middle attack	2
Meitei architecture	0
Memorandum opinion	0
Memorial	8
Memory leak	6
Memrise	6
Merchet	3
Messerschmitt	1
Metallurgy	7
Metonic cycle	10
Metromedia Square	3
Metronome	8
Mexicanal	3
Micro-Hydropower	5
Microatoll	13
Microbial mat	13
Microblog	10
Microcredit	8
Microfinance	8
Microformat	6
Milgram experiment	10
Military camouflage	8
Milk Marketing Board	3
Mimicry	12
Mind	12
Mind control	12
Mindset	12
Mini-skirt	8
Minor (law)	0
Minute	10
Mitigating circumstances	9
Mixotroph	8
Mobile app	6
Mod Archive	6
Model (person)	3
Modern language	11
Modernism	9
Modernist literature	9
Modesty	8
Moirang Sai	9
Mole (unit)	7
Monoculture	13
Monologue	10
Monophthong	11
Monte dei Paschi di Siena	4
Moon landing	9
Morality	9
Morgan Stanley Wealth Management	4
Moroccan architecture	0
Mosaic	10
Motif	0
Motivation	12
Motor soft starter	5
Motor–generator	5
Mozilla Thunderbird	6
Muff	8
Multialphabetism	10
Music of Africa	3
Music session	6
Music stand	6
Musicology	6
Mutual fund	8
Mutual intelligibility	11
My Computer	6
My Grandfather's Clock	9
Myco-heterotrophy	13
Myers-Briggs Type Indicator	8
Möbius strip	1
N (Poland)	4
NATO phonetic alphabet	10
NBC Studios (New York City)	4
NTFS	6
Nadir	1
Naked eye	3
Name tag	8
Naming rights	4
Napoleonic Code	0
Narcissism	9
Narcissistic parent	9
National Association of Broadcasters	3
National Building Museum	0
National Center for Missing & Exploited Children	3
National memorial	8
Native (ecology)	12
Native speaker	11
Natural capital	12
Natural language	11
Natural person	0
Naturalism (literature)	9
Nature's services	12
Naval Aviation	3
Need	12
Needham-Schroeder protocol	6
Negligence	0
Neilsen rating	4
Neoclassicism music	3
Neologism	10
Neopronoun	10
Nernst equation	3
Net Nanny	6
Net neutrality	6
NetBackup	6
Network Functions Virtualization	6
Network address translation	6
Neusis construction	10
Next of kin	0
Nightmare	12
Nitrogen cycle	13
Nitrogen fixation	13
Nmap	6
No man's land	13
Noble gas compound	7
Noli me tangere	9
Non-Euclidean geometry	10
Non-fungible token	10
Non-renewable resource	12
Normal (geometry)	1
Norton AntiVirus	6
Not proven	0
Notary	0
Notes from the psychoanalysis of Knut Hamsun	9
Novella	9
Nuclear chemistry	7
Nuremberg principles	0
Nursery (horticulture)	3
Nutrient	13
OEM	6
Obfuscation	10
Objectification	9
Obstruction of justice	8
Octane rating	10
Octet rule	7
Octopus card	3
Odor	7
Offshore investment	8
Ohka	9
Ohm's law	5
One-line diagram	5
One-time pad	2
One-way function	3
Oneirology	12
Online and offline	6
Online shopping	6
Open content	8
Open source	6
OpenNIC	6
OpenVPN	3
Operant conditioning	12
Operating reserve	5
Operation Yellow Ribbon	3
Optical illusion	12
Options Clearing Corporation	4
Orbital revolution	9
Orchard	13
Organic chemistry	7
Organic farms	13
Organotroph	7
Orientability	10
Origin story	9
Orthographic depth	11
Orthographic projection	1
Orthography	11
Otherkin	12
Outsider art	0
Over-harvesting	13
Overcoat	8
Overfishing	13
Overpopulation	12
Overvoltage	5
Ox Mountain	9
PC bang	6
PH	7
POST (HTTP)	6
PSU Zephyrus	3
Pacific Northwest tree octopus	6
Package management system	6
Padded cell	8
Padding (cryptography)	3
Paddy field	13
Page-turner	6
PageCloud	6
Pairwise comparison	12
Pajamas	8
Pakistani nationality law	0
Pakistani passport	0
Palau Language Commission	11
Palau de les Belles Arts	3
Palm oil	9
Pangram	11
Panthoibi Jagoi	10
Panthoibi Khongul	9
Paparazzi Project	3
Parable	9
Paraffin	7
Parallel (geometry)	1
Parallel postulate	10
Parasomnia	9
Pareidolia	10
Parental advisory	9
Parliamentary procedure	8
Partial discharge	5
Particle	7
Particle size (general)	10
Partition editor	6
Partition table	6
Partnership of a European Group of Aeronautics and Space Universities	3
Party (law)	0
Passion cantata	10
Passive-aggressive behaviour	12
Password	3
Pastel	10
Pasties	8
Pasture	8
Patch	8
Patina	10
Patronage	10
Pattern language	10
Pavillon de l'Arsenal	0
PayPal	6
Payment	4
Peabody Award	3
Peaking power plant	5
Peer pressure	12
Peer-to-peer file sharing	6
Pelagic zone	9
Penjing	13
Pennsylvania Bar Association	0
Penthouse	9
People's Bank (Sri Lanka)	4
Per curiam decision	0
Percent-encoding	6
Perfectionism	12
Perimeter	10
Period (periodic table)	7
Permit	8
Permutation box	2
Persian architecture	0
Perspective (graphical)	10
Persuasion	12
Petition	10
Petrochemical	13
Petroleum product	7
Pharmaceutical chemistry	7
Phase change	7
Phoenician language	11
Phoneme	11
Phonetics	10
Photocatalysis	7
Photochemistry	7
Photodissociation	7
Photoflash capacitor	5
Photometry (astronomy)	10
Photomontage	3
Photosphere	3
Phototroph	7
PhpBB	6
Physical abuse	10
Physical chemistry	7
Physical unclonable function	3
Pi	10
Picture frame	9
Pidgin (software)	6
Pietra dura	10
Piezoelectricity	5
Pillar tomb	8
Pin stripes	3
Pipelight	6
Pixelization	3
Plagiarism	0
Plaintext	2
Plan view	1
Planetary science	3
Planform	1
Planisphere	1
Plankton	9
Plant breeding	13
Plant cutting	13
Plantation	13
Play therapy	9
Pleading	0
Plural ignorance	10
Poet	11
Poincaré conjecture	10
Point (geometry)	10
Point of view (philosophy)	12
Poireiton Khunthok	9
Police	8
Police state	8
Political freedom	10
Pollinator	13
Pollutant	13
Polsat Box	4
Polymorphism	12
Popular science	10
Port forwarding	6
Port scanner	6
Portfolio management	12
Portrait	8
Portuguese alphabet	11
Possession	0
Postmodernism	0
Potato blight	13
Power consumption	5
Power cut	5
Power factor	5
Power station	5
Power supply unit	5
Power system harmonics	5
Power system protection	5
Pre-shared key	2
Precision Approach Path Indicator	1
Predator-prey equations	12
Premium economy	4
Prequel	9
Presentation software	6
Presidential portrait (United States)	3
Presumption of innocence	0
Pretty Good Privacy	6
Preview	6
Primary and secondary legislation	0
Primary production	13
Primatologist	12
Primetime	3
Primogeniture	0
Privacy	0
Private bill	0
Private equity	4
Private network	6
Pro-choice	0
Probate	0
Product (chemistry)	7
Product cipher	2
Profiling	10
Programme music	6
Project Athena	6
Promise	0
Proof-of-work system	9
Propaganda	10
Propeller	9
Property law	0
Property tax	10
Proprietary software	6
Protected area	13
Protecting Children from Internet Pornographers Act	0
Protologism	11
Protonation	7
Protractor	3
Provenance	10
Proverb	9
Proxy server	6
Psyche (psychology)	12
Psychoanalysis	12
Psychological abuse	12
Psychological nativism	12
Psychological test	9
Psychological trauma	12
Psychological warfare	10
Psychology	12
Psychometrics	12
Psychoneuroimmunology	12
Psychopathology	12
Public figure	0
Public interest	10
Public journal	0
Public speaking	10
Public-key cryptography	2
Punitive damages	0
Puppet (software)	6
PyMOL	11
Pygmalion effect	12
Pyrenean Shepherd	10
Pythagorean theorem	10
Qisas	0
Quartet	8
Questia Online Library	6
Qwant	3
R-Drive Image	6
R/K selection theory	12
RAS syndrome	3
RC2	2
RC4	2
RC5	2
RC6	2
RMJM	0
ROT13	2
RPG Maker	6
RPM Package Manager	6
RSA algorithm	2
Rabi crops	11
Racial profiling	0
Radio astronomy	3
Radioisotope thermoelectric generator	5
Radioresistance	8
Radius	10
Ragdoll Productions	4
Random	10
Range (biology)	12
Rangeland	13
Ratification	0
Rave	6
Reactivity (chemistry)	7
Reactivity series	7
Really Simple Syndication	6
Reasonable doubt	0
Rechtsstaat	0
Recloser	5
Recognition	12
Recrystallisation	7
Red mercury	7
Reducing agent	7
Reduction (chemistry)	7
Regional internet registry	6
Regional lockout	6
Registration	0
Regression (psychology)	10
Reincarnation research	9
Relative atomic mass	7
Relaxation	9
Religious law	0
Renaissance art	9
Repeal	0
Repertoire	9
Replacement child	8
Rerun	3
Residue (chemistry)	7
Resilience	10
Revenge porn	8
Reverse DNS lookup	6
Rhetoric	11
Rhizobia	13
Rhythm guitar	9
Rhythm section	6
Riemann sphere	1
Right ascension	1
Right to a fair trial	0
Rijndael key schedule	2
Ripple (payment protocol)	4
Risk and Safety Statements	8
Rival Lovers	9
Rlogin	6
Robe	8
Robinhood (company)	4
Robot lawyer	0
Rock art	12
Rock art of the Iberian Mediterranean Basin	0
Rock flour	9
Rococo	0
Roman law	0
Romanticism	9
Root server	6
Rorschach test	10
Rose garden	9
Rotary evaporator	7
Rotation	1
Rotor (electric)	5
Rotunda (architecture)	0
Round of drinks	8
Roundup (herbicide)	4
Router	6
Royal Astronomical Society	10
Royal Birmingham Society of Artists	9
Royal Thai General System of Transcription	11
Royal charter	9
Rule	10
Rule of law	0
Russian architecture	0
Ryanair Flight 4978	3
SCP Foundation	3
SHA hash functions	3
SOCKS	6
SP-network	2
SSH file transfer protocol	6
Saab	3
Sabena Flight Academy	3
Sacred architecture	0
Sage	9
Sagittarius Window Eclipsing Extrasolar Planet Search	3
Salon (meeting)	12
Salwar kameez	8
Sam Hill (euphemism)	9
Sami literature	11
Samizdat	9
Sanctuary city	0
Sand castle	13
Santos-Dumont 14-bis	8
Sari (clothing)	8
Saturation (chemistry)	7
Saturn Award	10
Scalable Hosting	6
Scale model	3
Scarecrow	13
Schopenhauer Society	9
Sclerophyll	13
Scots law	0
Scriptio continua	11
Sea grass	13
Search engine optimization	3
Second Alcibiades	9
Second language	11
Second moment of area	9
Secret sharing	10
Section sign	3
Secure channel	3
Security interest	3
Selective Service System	0
Selectivity (electronic)	5
Self-denial	9
Self-disorder	8
Self-esteem	12
Self-injury	12
Self-portrait	9
Semantic Web	6
Semi-aquatic	13
Semiotics	10
Semisolid	7
Semivowel	11
Sensation	9
Separately managed account	4
Separation process	7
Seriatim	0
Sericulture	9
Series and parallel circuits	5
Serpent (cipher)	2
Server	6
Server log	6
Sexual abuse	8
Shape of the universe	10
Share (finance)	10
Sharecropping	0
Shared secret	2
Shareholder	4
Shareware	6
Shchusev State Museum of Architecture	0
Sheet music	6
Shifting cultivation	13
Shill	8
Shit happens	9
Short (finance)	10
Short circuit	5
Side	10
Sight	12
Silhouette	10
Silliness	12
Similarity (geometry)	10
Simply connected space	10
Sirach	11
Site of Special Scientific Interest	0
SketchUp	6
Skew lines	1
Skidmore, Owings & Merrill	3
Skin effect	5
Skirt	8
Slash-and-burn	13
Sleepwalking	12
Sleeve	8
Sliding door	1
Smart casual	8
Smart grid	5
Snapchat	6
Social Investment	12
Social cohesion	10
Social contract	0
Social engineering (security)	6
Social isolation	12
Social work	12
Society for Worldwide Interbank Financial Telecommunication	3
Sociocultural theory	12
Sock puppet (internet)	6
Sodomy	0
Soft Metal Music	6
Software	6
Software agent	6
Software as a service	6
Software bug	6
Software development	6
Software piracy	6
Software release life cycle	6
Software testing	6
Soil	13
Soil erosion	13
Solar calendar	3
Solar cell	5
Solar mass	9
Solar radius	3
Solar time	3
Solar year	3
Solicitor general	0
Solid geometry	10
Solid-state chemistry	7
Soliloquy	9
Solo (music)	6
Solubility	7
Solution	7
Solvation	7
Solvent	7
Solvent extraction	7
Song rhythm tracks	9
Sonic boom	3
Sound City Studios	3
Sound check	10
Sound of...	6
Source code	6
South African braille	11
Spache Readability Formula	10
Spanish alphabet	11
Special effect	6
Spectral line	10
Spectrograph	10
Spectrum of a ring	10
Speculation	10
Speculation tax	10
Speech disorder	10
SpeechWeb	6
Speed limit	0
Speed reading	10
Spelling bee	9
Sphere packing	1
Spherical geometry	1
Spoken language	11
Sport psychology	12
Square (cipher)	2
Squaring the circle	10
St. Elmo's fire	3
Stable	13
Stained glass	10
Stall (flight)	3
Standard state	10
Standard temperature and pressure	10
Standardized test	10
Standing (law)	0
Stanford prison experiment	12
Star chart	3
Static electricity	5
Station-to-Station protocol	2
Stator	5
Statute	0
Statute of Kilkenny	9
Statute of limitations	0
Statutory rape	8
Steam (service)	6
Stele	8
Stellar (payment protocol)	6
Stereoisomerism	7
Steven Universe	9
Stick figure	8
Stile	13
Still life	9
Stimulant	8
Stimulus (psychology)	12
Stoa	0
Stock	10
Stockholm syndrome	8
Stocking	8
Stoichiometry	0
Stone slab	10
Stonemasonry	9
Strap	8
Stream cipher	2
Stream of consciousness	10
Stream of consciousness writing	10
Streaming media	6
Street art	0
Strelka Institute for Media, Architecture and Design	0
Strict construction	0
Strict scrutiny	0
Structural isomer	7
Structure	8
Structured settlement	4
Strč prst skrz krk	11
Student debt	10
Studio	10
Studio 8H	3
StyleTap	6
Subdomain	9
Sublimation	7
Subliminal stimuli	12
Subsidiarity	12
Subsistence farming	13
Subsolar point	1
Substitution box	2
Substitution cipher	3
Substitution-permutation network	2
Suda	10
Sui iuris	0
Suicide	12
Sulfite	13
Sulphate	7
Sulphide	7
Superbase	7
Superiority bias	8
Superman suit	9
Supersaturation	7
Supervillain	9
Supramolecular chemistry	7
Suprematism	10
Surcoat	8
Surface area to volume ratio	10
Surface runoff	13
Surfactant	7
Surrogacy	8
Surveying	0
Suspect	0
Suspension (chemistry)	7
Suspension of disbelief	10
Sutton Hoo	3
Sweatshop	8
Switchgear	5
Symmetric-key algorithm	2
Symmetry	10
Synaptic Package Manager	6
Syncopation	6
Syndicated	3
Syngas	7
Syntax highlighting	10
System of Rice Intensification	13
System requirements	6
TD Ameritrade	4
TV Guide (magazine)	3
Tailor	8
Tailstrike	8
Takeoff	3
Talent	8
Tangent (geometry)	1
Tap changer	3
Task manager	6
Tatnet	6
Tax deduction	10
Tax evasion	10
TeamViewer	6
Technical drawing	10
Tel Aviv Bauhaus Center	0
Telegram (software)	6
Television	3
Television City	3
Telnet	6
Temperament	12
Templer architecture	0
Tenant farming	13
Tensor	10
Terrace (agriculture)	13
Terrace farming	13
Test case (law)	0
Testimony	0
Tetraoxygen	7
Text grammar	10
Text to speech	6
Textual criticism	10
Tharon	9
Thatching	13
The Art of Worldly Wisdom: A Pocket Oracle	0
The Assault on Truth: Freud's Suppression of the Seduction Theory	9
The Best of Rock za Hrvatsku	9
The Blank Slate	12
The Freecycle Network	8
The Land of Gorch	9
The Shadows No. 2	3
The Spirit of the Laws	0
The Truman Show delusion	8
The quick brown fox jumps over the lazy dog	3
Theobromine	7
Theorema egregium	10
Theoretical chemistry	7
Theory of multiple intelligences	8
Thermal decomposition	7
Thermite	7
Thesaurus	10
Thougal Jagoi	10
Threat	0
Three-body problem	9
Three-phase electric power	5
Tiffany lamp	9
Tights	8
Tillage	13
Tokusatsu	11
Tomason	0
Tone	3
Topological space	10
Topology	10
Tor (software)	6
Traction motor	5
Trait theory	12
Trance	10
Transformation	1
Transformer	5
Translation	11
Translation (geometry)	10
Translator	11
Transliteration	11
Transmutation	10
Transonic	10
Transport Layer Security	6
Transposition (music)	6
Travel website	3
TraxWeekly	6
Treasury	3
Tree line	13
Trench coat	8
Trial and error	12
Trial in absentia	0
Trialware	6
Triangle center	10
Triclinic	10
Trier of fact	0
Triple DES	2
Triple point	7
Triptych	9
Triskaidekaphobia	8
Trolley problem	12
Trophallaxis	12
Trophic state index	13
Tropical climate	8
True name	11
Truncated differential cryptanalysis	2
Trust law	0
Trusted third party	3
Tuckman's stages of group development	9
Tuition payments	3
Tuning fork	3
Turbojet	3
Tuxedo	8
Twofish	2
Typographical error	10
UBS	4
US Airways Flight 1549	1
Ubuntu Studio	6
Ultra	3
Unicode	3
Uniform Resource Identifier	6
Uniform Resource Locator	6
Uninterruptible power supply	5
Union Carbide	4
Union List of Artist Names	3
Union of Azerbaijani Writers	3
Unit load device	3
United States Statutes at Large	0
Universal indicator	7
Upland and lowland	13
Urchin barren	13
Uses and gratifications theory	12
Utility frequency	5
V-chip	3
VMware ThinApp	6
VSCO	3
VSEPR theory	7
Value judgement	10
Van de Graaff Generator	5
Van der Waals radius	7
Vanishing point	1
Variable-frequency drive	5
Variation	12
Vegetation	13
Vehicle registration plate	10
Vehicle registration plates of Lithuania	3
Verismo	9
Vertex	1
Vertex figure	10
Vest	8
Victim blaming	8
Vigilantism	0
Vijayanagara architecture	9
Villa	9
Villain	10
Vineyard	10
Vintage clothing	8
Virtual community	6
Virtual private network	6
Virtuoso	6
Visual poetry	10
Vitruvian Man	10
Voice of America Persian News Network	3
Voice-over	3
Volatiles	7
Volatility	10
Voltage	5
Voltage regulation	5
Voltage spike	5
Voltammetry	5
Vomitorium	8
Vomitoxin	13
Voting	0
Voxel art	0
Voyeurism	8
Wage theft	0
Waistline (clothing)	8
Waits	8
Wallace Line	13
Warranty	9
Warsaw Convention	3
Water gardens	13
Water turbine	5
Watermelon stereotype	8
Watershed (television)	8
Weak key	2
Weathering	13
Web accessibility	6
Web application	6
Web hosting service	6
Web portal	6
Web resource	6
Web services	6
Webcam	6
Webcast	6
Weber-Fechner law	0
Webmail	6
Webpage	6
Wedding officiant	0
Wellington boot	8
Wernicke's area	10
Wet chemistry	7
WhatsApp	6
White City of Tel Aviv	0
WiFi Map	6
Wide area network	6
Wiki	8
Wild man	9
Wildfire	12
Wildlife	12
Wildlife management	12
Wind chimes	3
Windows Task Manager	6
Wingspan	1
Wireless Application Protocol	6
Wit	10
Witenagemot	0
Word of mouth	8
Word salad	11
WordPress	6
Works of Rambhadracharya	9
World Architecture Festival	3
World IPv6 Day	6
World Wide Web Consortium	6
Write Anywhere File Layout	6
Wrongful death claim	0
X Window System	6
X-Forwarded-For	6
X-ray astronomy	1
X-ray crystallography	7
XSL attack	2
XSP (software)	6
Xerophile	13
Yacouba Sawadogo	13
Year of the Rabbit (TV series)	9
Yellow-dog contract	0
Yemenite architecture	0
Yield	8
Yield (chemistry)	7
Yuzu (emulator)	6
Zaiger's Genetics	4
Zaï	13
Zeeboids	6
Zero tolerance	8
Zero-coupon bond	8
Zero-knowledge proof	3
Zipper	3
Zombie bank	4
ZoneAlarm	6
Zopto	6
Zugangserschwerungsgesetz	0
